version,profile,records,run,workload,operations,total_ns,ns_per_op,ops_per_sec,nodes_read,nodes_written,bytes_read,bytes_written,cache_hits,cache_misses,cache_evictions,result_entries,num_nodes,num_leaves,num_internal,height,tree_bytes,db_bytes_before,db_bytes_after,wal_bytes_after,shm_bytes_after,fixture_bytes_after,sqlite_node_count,sqlite_node_payload_bytes,validated,status
current,full,10000,1,right_edge_reads_cold_manager,1000000,412546792,412.547,2423967.461,39,0,416075,0,1060746,39,0,10000,39,38,1,1,416075,483328,483328,0,32768,516096,39,416075,true,ok
current,full,10000,1,right_edge_reads_warm_manager,1000000,407605375,407.605,2453353.320,0,0,0,0,1060800,0,0,10000,39,38,1,1,416075,483328,483328,0,32768,516096,39,416075,true,ok
current,full,10000,1,append_batch_upserts,100,914792,9147.920,109314.467,2,2,5718,9833,2,2,0,10100,39,38,1,1,420190,483328,499712,0,0,499712,41,425908,true,ok
current,full,10000,1,random_batch_updates,100,5293708,52937.080,18890.351,35,35,390152,390152,4,35,0,10000,39,38,1,1,416075,483328,925696,0,0,925696,74,806227,true,ok
current,full,10000,1,clustered_batch_updates,100,1218583,12185.830,82062.527,5,4,33569,29454,3,5,0,10000,39,38,1,1,416075,483328,520192,0,0,520192,43,445529,true,ok
current,full,10000,1,random_batch_deletes,100,5772917,57729.170,17322.265,40,36,417677,397649,1,40,0,9900,39,38,1,1,411972,483328,937984,0,0,937984,75,813724,true,ok
current,full,10000,1,clustered_batch_deletes,100,2017875,20178.750,49557.084,7,4,67048,30238,2,7,0,9900,38,37,1,1,411838,483328,520192,0,0,520192,43,446313,true,ok
current,full,10000,1,identical_diff,1,1500,1500.000,666666.667,0,0,0,0,0,0,0,10000,39,38,1,1,416075,483328,483328,0,32768,516096,39,416075,true,ok
current,full,10000,1,append_sparse_diff,100,95125,951.250,1051248.357,4,0,15551,0,0,4,0,10100,39,38,1,1,420190,483328,499712,0,32768,532480,41,425908,true,ok
current,full,10000,1,random_sparse_diff,100,2186000,21860.000,45745.654,70,0,780304,0,2,70,0,10000,39,38,1,1,416075,483328,925696,0,32768,958464,74,806227,true,ok
current,full,10000,1,clustered_sparse_diff,100,235125,2351.250,425305.688,8,0,58908,0,2,8,0,10000,39,38,1,1,416075,483328,520192,0,32768,552960,43,445529,true,ok
current,full,10000,1,random_delete_diff,100,2765584,27655.840,36158.728,72,0,799401,0,2,72,0,9900,39,38,1,1,411972,483328,937984,0,32768,970752,75,813724,true,ok
current,full,10000,1,clustered_delete_diff,100,359875,3598.750,277874.262,9,0,64713,0,2,9,0,9900,38,37,1,1,411838,483328,520192,0,32768,552960,43,446313,true,ok
current,full,10000,1,append_disjoint_sparse_merge,100,465209,4652.090,214957.148,6,2,21274,9833,12,6,0,10100,39,38,1,1,420190,483328,536576,0,0,536576,45,441464,true,ok
current,full,10000,1,random_disjoint_sparse_merge,100,644541,6445.410,155149.168,6,2,68220,22740,0,6,0,10000,39,38,1,1,416075,483328,978944,0,0,978944,78,851707,true,ok
current,full,10000,1,clustered_disjoint_sparse_merge,100,395416,3954.160,252898.214,6,2,14079,4693,0,6,0,10000,39,38,1,1,416075,483328,548864,0,0,548864,47,454915,true,ok
current,full,10000,1,random_conflict_resolved_merge,50,2895291,57905.820,17269.421,93,0,1057785,0,0,93,0,10000,39,38,1,1,416075,483328,1282048,0,0,1282048,101,1121265,true,ok
current,full,10000,1,clustered_conflict_resolved_merge,50,164042,3280.840,304799.990,6,0,14079,0,0,6,0,10000,39,38,1,1,416075,483328,503808,0,0,503808,43,425461,true,ok
